,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,cat
293,0.50433,0.59139,0.65155,0.68232,0.68413,0.66018,0.61614,0.55958,0.4992,0.44394,-0.0941,-0.056818,-0.0045148,0.060834,0.13529,0.21144,0.27822,0.32429,0.34382,0.33907,wiener
295,0.65155,0.68232,0.68413,0.66018,0.61614,0.55958,0.4992,0.44394,0.40211,0.38056,-0.0045148,0.060834,0.13529,0.21144,0.27822,0.32429,0.34382,0.33907,0.3175,0.28746,wiener
332,0.37,0.381,0.3678,0.32571,0.25274,0.14974,0.020379,-0.12919,-0.29093,-0.45568,0.1377,0.14393,0.15511,0.16916,0.18317,0.19369,0.19733,0.1913,0.17361,0.14301,wiener
238,1.5642,1.4419,1.3055,1.1643,1.0275,0.90393,0.80091,0.72354,0.67431,0.65284,0.42281,0.41524,0.40468,0.3915,0.3761,0.35901,0.34088,0.32251,0.30485,0.28896,wiener
306,0.41437,0.47096,0.55014,0.64584,0.75013,0.85397,0.94807,1.0238,1.074,1.0938,0.2269,0.20434,0.19034,0.18657,0.194,0.21259,0.2408,0.27519,0.31052,0.34093,wiener
481,0.27201,0.39544,0.50433,0.59139,0.65155,0.68232,0.68413,0.66018,0.61614,0.55958,-0.059158,-0.085157,-0.10492,-0.11622,-0.11748,-0.10788,-0.087469,-0.057116,-0.018475,0.026195,nde
174,-1.8308,-1.8618,-1.8586,-1.822,-1.7552,-1.6642,-1.5566,-1.4415,-1.328,-1.2247,-0.96512,-0.97536,-0.98735,-1.0005,-1.0138,-1.0265,-1.0374,-1.0456,-1.0499,-1.0497,hammerstein
31,1.4577,1.3967,1.346,1.3128,1.3019,1.3155,1.3532,1.4116,1.4848,1.5651,1.0156,1.0574,1.0881,1.1079,1.1176,1.1183,1.1117,1.0997,1.0843,1.0675,hammerstein
393,0.11037,0.15471,0.22387,0.31984,0.44173,0.58589,0.74618,0.91462,1.0821,1.2392,-0.32785,-0.31106,-0.2942,-0.27846,-0.26429,-0.25133,-0.23851,-0.22416,-0.20624,-0.18254,nde
155,-0.97072,-1.0335,-1.0666,-1.073,-1.0585,-1.0305,-0.99771,-0.96908,-0.95286,-0.95586,-0.10069,-0.19271,-0.28952,-0.38759,-0.48348,-0.57406,-0.65664,-0.72916,-0.79028,-0.83943,hammerstein
417,1.3532,1.4116,1.4848,1.5651,1.6439,1.7119,1.761,1.7841,1.7766,1.7364,0.91551,0.95638,0.98688,1.009,1.0253,1.0386,1.0517,1.0671,1.0867,1.1116,nde
10,0.070074,0.075567,0.086251,0.11037,0.15471,0.22387,0.31984,0.44173,0.58589,0.74618,-0.25463,-0.23692,-0.21124,-0.17966,-0.14377,-0.10441,-0.061623,-0.014746,0.037335,0.095784,hammerstein
139,0.26679,0.30423,0.34163,0.37,0.381,0.3678,0.32571,0.25274,0.14974,0.020379,0.53285,0.4777,0.42536,0.37847,0.33877,0.30703,0.28289,0.26495,0.25082,0.23729,hammerstein
163,-0.95286,-0.95586,-0.98274,-1.0355,-1.1133,-1.2125,-1.3271,-1.449,-1.5692,-1.6785,-0.79028,-0.83943,-0.87691,-0.90375,-0.92166,-0.93272,-0.93921,-0.94327,-0.94675,-0.95102,hammerstein
561,-1.4415,-1.328,-1.2247,-1.1386,-1.0747,-1.0353,-1.02,-1.0253,-1.0455,-1.073,-1.141,-1.2143,-1.2819,-1.3418,-1.3925,-1.4331,-1.4635,-1.4844,-1.4971,-1.5033,nde
246,0.67431,0.65284,0.65594,0.67797,0.71139,0.74754,0.77749,0.79298,0.78718,0.75546,0.30485,0.28896,0.27593,0.26676,0.26222,0.26262,0.26766,0.27625,0.28662,0.29647,wiener
125,1.0938,1.0808,1.0357,0.96175,0.86495,0.75306,0.63499,0.51994,0.41648,0.33171,0.59478,0.61946,0.64718,0.67589,0.70332,0.72707,0.74477,0.75421,0.75353,0.74152,hammerstein
170,-1.449,-1.5692,-1.6785,-1.768,-1.8308,-1.8618,-1.8586,-1.822,-1.7552,-1.6642,-0.94327,-0.94675,-0.95102,-0.95701,-0.96512,-0.97536,-0.98735,-1.0005,-1.0138,-1.0265,hammerstein
369,-1.6642,-1.5566,-1.4415,-1.328,-1.2247,-1.1386,-1.0747,-1.0353,-1.02,-1.0253,-0.42965,-0.42276,-0.41357,-0.40244,-0.38991,-0.37666,-0.3635,-0.35132,-0.34104,-0.33348,wiener
455,-0.28277,-0.30629,-0.29814,-0.26167,-0.20274,-0.12907,-0.04956,0.026654,0.091048,0.13656,0.69621,0.65722,0.60886,0.55221,0.48922,0.42248,0.35503,0.29,0.23032,0.17848,nde
3,-0.43903,-0.28836,-0.16409,-0.068736,-0.0019646,0.039373,0.060885,0.070074,0.075567,0.086251,-0.068626,-0.11821,-0.167,-0.20886,-0.23971,-0.25754,-0.26215,-0.25463,-0.23692,-0.21124,hammerstein
358,-1.2125,-1.3271,-1.449,-1.5692,-1.6785,-1.768,-1.8308,-1.8618,-1.8586,-1.822,-0.31887,-0.33404,-0.35256,-0.37229,-0.39115,-0.40745,-0.42017,-0.42895,-0.43394,-0.4355,wiener
145,0.32571,0.25274,0.14974,0.020379,-0.12919,-0.29093,-0.45568,-0.61401,-0.75714,-0.87776,0.28289,0.26495,0.25082,0.23729,0.22062,0.19697,0.16297,0.11632,0.056185,-0.01679,hammerstein
437,0.65284,0.65594,0.67797,0.71139,0.74754,0.77749,0.79298,0.78718,0.75546,0.6958,1.3118,1.2718,1.2216,1.164,1.1026,1.0406,0.98157,0.92824,0.88268,0.84606,nde
520,0.30423,0.34163,0.37,0.381,0.3678,0.32571,0.25274,0.14974,0.020379,-0.12919,0.67041,0.63408,0.59623,0.55975,0.52714,0.50021,0.47994,0.46639,0.45869,0.45517,nde
428,1.5642,1.4419,1.3055,1.1643,1.0275,0.90393,0.80091,0.72354,0.67431,0.65284,1.1768,1.2146,1.253,1.2892,1.3201,1.3427,1.3545,1.3538,1.3395,1.3118,nde
234,1.7841,1.7766,1.7364,1.6644,1.5642,1.4419,1.3055,1.1643,1.0275,0.90393,0.41867,0.42493,0.42781,0.42708,0.42281,0.41524,0.40468,0.3915,0.3761,0.35901,wiener
434,0.80091,0.72354,0.67431,0.65284,0.65594,0.67797,0.71139,0.74754,0.77749,0.79298,1.3545,1.3538,1.3395,1.3118,1.2718,1.2216,1.164,1.1026,1.0406,0.98157,nde
290,0.14278,0.27201,0.39544,0.50433,0.59139,0.65155,0.68232,0.68413,0.66018,0.61614,-0.11099,-0.12061,-0.11539,-0.0941,-0.056818,-0.0045148,0.060834,0.13529,0.21144,0.27822,wiener
232,1.7119,1.761,1.7841,1.7766,1.7364,1.6644,1.5642,1.4419,1.3055,1.1643,0.39919,0.4097,0.41867,0.42493,0.42781,0.42708,0.42281,0.41524,0.40468,0.3915,wiener
187,-1.02,-1.0253,-1.0455,-1.073,-1.0991,-1.1147,-1.1115,-1.0826,-1.0235,-0.93216,-0.99723,-0.97334,-0.94743,-0.92103,-0.89559,-0.8723,-0.85195,-0.83484,-0.82074,-0.80885,hammerstein
256,0.6958,0.60906,0.49887,0.37133,0.23442,0.097206,-0.030973,-0.14145,-0.22705,-0.28277,0.30342,0.30548,0.30138,0.29056,0.27307,0.24925,0.21951,0.18421,0.14365,0.098162,wiener
483,0.50433,0.59139,0.65155,0.68232,0.68413,0.66018,0.61614,0.55958,0.4992,0.44394,-0.10492,-0.11622,-0.11748,-0.10788,-0.087469,-0.057116,-0.018475,0.026195,0.074218,0.12274,nde
40,1.5651,1.6439,1.7119,1.761,1.7841,1.7766,1.7364,1.6644,1.5642,1.4419,1.0675,1.051,1.0361,1.0239,1.0148,1.009,1.006,1.0053,1.0059,1.0069,hammerstein
171,-1.5692,-1.6785,-1.768,-1.8308,-1.8618,-1.8586,-1.822,-1.7552,-1.6642,-1.5566,-0.94675,-0.95102,-0.95701,-0.96512,-0.97536,-0.98735,-1.0005,-1.0138,-1.0265,-1.0374,hammerstein
24,1.4893,1.5701,1.6172,1.6313,1.6157,1.5763,1.5206,1.4577,1.3967,1.346,0.48702,0.57644,0.66468,0.74945,0.8286,0.9003,0.96302,1.0156,1.0574,1.0881,hammerstein
318,0.96175,0.86495,0.75306,0.63499,0.51994,0.41648,0.33171,0.27058,0.23541,0.22568,0.36952,0.35979,0.3445,0.32578,0.30497,0.28283,0.25985,0.23647,0.21335,0.19134,wiener
249,0.67797,0.71139,0.74754,0.77749,0.79298,0.78718,0.75546,0.6958,0.60906,0.49887,0.26676,0.26222,0.26262,0.26766,0.27625,0.28662,0.29647,0.30342,0.30548,0.30138,wiener
45,1.7766,1.7364,1.6644,1.5642,1.4419,1.3055,1.1643,1.0275,0.90393,0.80091,1.009,1.006,1.0053,1.0059,1.0069,1.0068,1.0043,0.99812,0.98698,0.9699,hammerstein
83,0.091048,0.13656,0.1583,0.15397,0.12417,0.072242,0.0040044,-0.072858,-0.14955,-0.21703,-0.21375,-0.23446,-0.23883,-0.22849,-0.20618,-0.1755,-0.14054,-0.10552,-0.074317,-0.050134,hammerstein
229,1.4848,1.5651,1.6439,1.7119,1.761,1.7841,1.7766,1.7364,1.6644,1.5642,0.37274,0.37936,0.38858,0.39919,0.4097,0.41867,0.42493,0.42781,0.42708,0.42281,wiener
422,1.7119,1.761,1.7841,1.7766,1.7364,1.6644,1.5642,1.4419,1.3055,1.1643,1.0386,1.0517,1.0671,1.0867,1.1116,1.1419,1.1768,1.2146,1.253,1.2892,nde
444,0.78718,0.75546,0.6958,0.60906,0.49887,0.37133,0.23442,0.097206,-0.030973,-0.14145,0.92824,0.88268,0.84606,0.81848,0.79911,0.78621,0.77738,0.76979,0.76046,0.74656,nde
119,0.64584,0.75013,0.85397,0.94807,1.0238,1.074,1.0938,1.0808,1.0357,0.96175,0.56396,0.55653,0.55238,0.55348,0.5609,0.57486,0.59478,0.61946,0.64718,0.67589,hammerstein
258,0.49887,0.37133,0.23442,0.097206,-0.030973,-0.14145,-0.22705,-0.28277,-0.30629,-0.29814,0.30138,0.29056,0.27307,0.24925,0.21951,0.18421,0.14365,0.098162,0.048337,-0.0046659,wiener
12,0.086251,0.11037,0.15471,0.22387,0.31984,0.44173,0.58589,0.74618,0.91462,1.0821,-0.21124,-0.17966,-0.14377,-0.10441,-0.061623,-0.014746,0.037335,0.095784,0.1614,0.23432,hammerstein
500,0.75013,0.85397,0.94807,1.0238,1.074,1.0938,1.0808,1.0357,0.96175,0.86495,0.31188,0.31225,0.31375,0.31892,0.32992,0.3483,0.3748,0.40933,0.4509,0.4977,nde
160,-1.0305,-0.99771,-0.96908,-0.95286,-0.95586,-0.98274,-1.0355,-1.1133,-1.2125,-1.3271,-0.57406,-0.65664,-0.72916,-0.79028,-0.83943,-0.87691,-0.90375,-0.92166,-0.93272,-0.93921,hammerstein
506,1.0808,1.0357,0.96175,0.86495,0.75306,0.63499,0.51994,0.41648,0.33171,0.27058,0.3748,0.40933,0.4509,0.4977,0.54729,0.5968,0.64314,0.68335,0.71483,0.73558,nde
495,0.38397,0.41437,0.47096,0.55014,0.64584,0.75013,0.85397,0.94807,1.0238,1.074,0.24559,0.2729,0.29222,0.30412,0.31,0.31188,0.31225,0.31375,0.31892,0.32992,nde
222,1.3967,1.346,1.3128,1.3019,1.3155,1.3532,1.4116,1.4848,1.5651,1.6439,0.39712,0.39091,0.38421,0.37777,0.37253,0.36948,0.36941,0.37274,0.37936,0.38858,wiener
528,0.020379,-0.12919,-0.29093,-0.45568,-0.61401,-0.75714,-0.87776,-0.97072,-1.0335,-1.0666,0.45869,0.45517,0.45351,0.45097,0.44467,0.43188,0.41029,0.37824,0.33491,0.28043,nde
25,1.5701,1.6172,1.6313,1.6157,1.5763,1.5206,1.4577,1.3967,1.346,1.3128,0.57644,0.66468,0.74945,0.8286,0.9003,0.96302,1.0156,1.0574,1.0881,1.1079,hammerstein
42,1.7119,1.761,1.7841,1.7766,1.7364,1.6644,1.5642,1.4419,1.3055,1.1643,1.0361,1.0239,1.0148,1.009,1.006,1.0053,1.0059,1.0069,1.0068,1.0043,hammerstein
523,0.381,0.3678,0.32571,0.25274,0.14974,0.020379,-0.12919,-0.29093,-0.45568,-0.61401,0.55975,0.52714,0.50021,0.47994,0.46639,0.45869,0.45517,0.45351,0.45097,0.44467,nde
130,0.75306,0.63499,0.51994,0.41648,0.33171,0.27058,0.23541,0.22568,0.23806,0.26679,0.72707,0.74477,0.75421,0.75353,0.74152,0.71779,0.68297,0.63874,0.58765,0.53285,hammerstein
416,1.3155,1.3532,1.4116,1.4848,1.5651,1.6439,1.7119,1.761,1.7841,1.7766,0.86303,0.91551,0.95638,0.98688,1.009,1.0253,1.0386,1.0517,1.0671,1.0867,nde
264,-0.22705,-0.28277,-0.30629,-0.29814,-0.26167,-0.20274,-0.12907,-0.04956,0.026654,0.091048,0.14365,0.098162,0.048337,-0.0046659,-0.058706,-0.11035,-0.15501,-0.18787,-0.20537,-0.20643,wiener
200,0.070074,0.075567,0.086251,0.11037,0.15471,0.22387,0.31984,0.44173,0.58589,0.74618,-0.18541,-0.14941,-0.1112,-0.072932,-0.035529,0.0011128,0.037921,0.076386,0.11815,0.16438,wiener
482,0.39544,0.50433,0.59139,0.65155,0.68232,0.68413,0.66018,0.61614,0.55958,0.4992,-0.085157,-0.10492,-0.11622,-0.11748,-0.10788,-0.087469,-0.057116,-0.018475,0.026195,0.074218,nde
543,-0.95286,-0.95586,-0.98274,-1.0355,-1.1133,-1.2125,-1.3271,-1.449,-1.5692,-1.6785,-0.17618,-0.24879,-0.31424,-0.37163,-0.42094,-0.46296,-0.49923,-0.53186,-0.56325,-0.59595,nde
283,-0.26692,-0.29233,-0.28855,-0.25353,-0.18808,-0.095828,0.017123,0.14278,0.27201,0.39544,0.060658,0.052231,0.033291,0.006109,-0.026121,-0.059422,-0.089257,-0.11099,-0.12061,-0.11539,wiener
501,0.85397,0.94807,1.0238,1.074,1.0938,1.0808,1.0357,0.96175,0.86495,0.75306,0.31225,0.31375,0.31892,0.32992,0.3483,0.3748,0.40933,0.4509,0.4977,0.54729,nde
547,-1.1133,-1.2125,-1.3271,-1.449,-1.5692,-1.6785,-1.768,-1.8308,-1.8618,-1.8586,-0.42094,-0.46296,-0.49923,-0.53186,-0.56325,-0.59595,-0.6323,-0.67426,-0.72315,-0.77959,nde
334,0.3678,0.32571,0.25274,0.14974,0.020379,-0.12919,-0.29093,-0.45568,-0.61401,-0.75714,0.15511,0.16916,0.18317,0.19369,0.19733,0.1913,0.17361,0.14301,0.098566,0.039407,wiener
462,0.026654,0.091048,0.13656,0.1583,0.15397,0.12417,0.072242,0.0040044,-0.072858,-0.14955,0.29,0.23032,0.17848,0.13626,0.1046,0.083548,0.072263,0.069134,0.071939,0.078074,nde
338,0.020379,-0.12919,-0.29093,-0.45568,-0.61401,-0.75714,-0.87776,-0.97072,-1.0335,-1.0666,0.19733,0.1913,0.17361,0.14301,0.098566,0.039407,-0.035067,-0.1237,-0.22051,-0.31185,wiener
71,0.097206,-0.030973,-0.14145,-0.22705,-0.28277,-0.30629,-0.29814,-0.26167,-0.20274,-0.12907,0.5341,0.5038,0.46192,0.40779,0.34213,0.26698,0.18546,0.10142,0.019124,-0.057148,hammerstein
211,1.0821,1.2392,1.3774,1.4893,1.5701,1.6172,1.6313,1.6157,1.5763,1.5206,0.26754,0.31771,0.35998,0.39034,0.40809,0.41562,0.41664,0.41445,0.41101,0.40704,wiener
15,0.22387,0.31984,0.44173,0.58589,0.74618,0.91462,1.0821,1.2392,1.3774,1.4893,-0.10441,-0.061623,-0.014746,0.037335,0.095784,0.1614,0.23432,0.31389,0.39876,0.48702,hammerstein
466,0.15397,0.12417,0.072242,0.0040044,-0.072858,-0.14955,-0.21703,-0.26692,-0.29233,-0.28855,0.1046,0.083548,0.072263,0.069134,0.071939,0.078074,0.084801,0.089518,0.090008,0.084659,nde
435,0.72354,0.67431,0.65284,0.65594,0.67797,0.71139,0.74754,0.77749,0.79298,0.78718,1.3538,1.3395,1.3118,1.2718,1.2216,1.164,1.1026,1.0406,0.98157,0.92824,nde
247,0.65284,0.65594,0.67797,0.71139,0.74754,0.77749,0.79298,0.78718,0.75546,0.6958,0.28896,0.27593,0.26676,0.26222,0.26262,0.26766,0.27625,0.28662,0.29647,0.30342,wiener
253,0.79298,0.78718,0.75546,0.6958,0.60906,0.49887,0.37133,0.23442,0.097206,-0.030973,0.27625,0.28662,0.29647,0.30342,0.30548,0.30138,0.29056,0.27307,0.24925,0.21951,wiener
98,-0.095828,0.017123,0.14278,0.27201,0.39544,0.50433,0.59139,0.65155,0.68232,0.68413,-0.086371,-0.10499,-0.1178,-0.12108,-0.11197,-0.088791,-0.051317,-0.00065847,0.060946,0.13044,hammerstein
136,0.23541,0.22568,0.23806,0.26679,0.30423,0.34163,0.37,0.381,0.3678,0.32571,0.68297,0.63874,0.58765,0.53285,0.4777,0.42536,0.37847,0.33877,0.30703,0.28289,hammerstein
352,-0.96908,-0.95286,-0.95586,-0.98274,-1.0355,-1.1133,-1.2125,-1.3271,-1.449,-1.5692,-0.36819,-0.34239,-0.32228,-0.30986,-0.30554,-0.30888,-0.31887,-0.33404,-0.35256,-0.37229,wiener
55,0.72354,0.67431,0.65284,0.65594,0.67797,0.71139,0.74754,0.77749,0.79298,0.78718,0.94635,0.91638,0.88078,0.841,0.799,0.75704,0.7173,0.68165,0.6514,0.62718,hammerstein
64,0.78718,0.75546,0.6958,0.60906,0.49887,0.37133,0.23442,0.097206,-0.030973,-0.14145,0.62718,0.60886,0.59561,0.58591,0.57764,0.5682,0.55469,0.5341,0.5038,0.46192,hammerstein
380,-0.98765,-0.79674,-0.61093,-0.43903,-0.28836,-0.16409,-0.068736,-0.0019646,0.039373,0.060885,0.0,0.0,-0.034705,-0.088728,-0.15023,-0.21045,-0.26336,-0.30533,-0.33473,-0.35158,nde
110,0.55958,0.4992,0.44394,0.40211,0.38056,0.38397,0.41437,0.47096,0.55014,0.64584,0.35013,0.4151,0.47086,0.5154,0.54769,0.56781,0.57699,0.57741,0.57198,0.56396,hammerstein
257,0.60906,0.49887,0.37133,0.23442,0.097206,-0.030973,-0.14145,-0.22705,-0.28277,-0.30629,0.30548,0.30138,0.29056,0.27307,0.24925,0.21951,0.18421,0.14365,0.098162,0.048337,wiener
453,-0.14145,-0.22705,-0.28277,-0.30629,-0.29814,-0.26167,-0.20274,-0.12907,-0.04956,0.026654,0.74656,0.72571,0.69621,0.65722,0.60886,0.55221,0.48922,0.42248,0.35503,0.29,nde
397,0.44173,0.58589,0.74618,0.91462,1.0821,1.2392,1.3774,1.4893,1.5701,1.6172,-0.26429,-0.25133,-0.23851,-0.22416,-0.20624,-0.18254,-0.151,-0.10986,-0.057982,0.0050873,nde
408,1.6157,1.5763,1.5206,1.4577,1.3967,1.346,1.3128,1.3019,1.3155,1.3532,0.16248,0.25366,0.3499,0.44816,0.54519,0.63779,0.72306,0.79866,0.86303,0.91551,nde
504,1.074,1.0938,1.0808,1.0357,0.96175,0.86495,0.75306,0.63499,0.51994,0.41648,0.32992,0.3483,0.3748,0.40933,0.4509,0.4977,0.54729,0.5968,0.64314,0.68335,nde
505,1.0938,1.0808,1.0357,0.96175,0.86495,0.75306,0.63499,0.51994,0.41648,0.33171,0.3483,0.3748,0.40933,0.4509,0.4977,0.54729,0.5968,0.64314,0.68335,0.71483,nde
524,0.3678,0.32571,0.25274,0.14974,0.020379,-0.12919,-0.29093,-0.45568,-0.61401,-0.75714,0.52714,0.50021,0.47994,0.46639,0.45869,0.45517,0.45351,0.45097,0.44467,0.43188,nde
410,1.5206,1.4577,1.3967,1.346,1.3128,1.3019,1.3155,1.3532,1.4116,1.4848,0.3499,0.44816,0.54519,0.63779,0.72306,0.79866,0.86303,0.91551,0.95638,0.98688,nde
312,0.94807,1.0238,1.074,1.0938,1.0808,1.0357,0.96175,0.86495,0.75306,0.63499,0.2408,0.27519,0.31052,0.34093,0.36174,0.37099,0.36952,0.35979,0.3445,0.32578,wiener
158,-1.073,-1.0585,-1.0305,-0.99771,-0.96908,-0.95286,-0.95586,-0.98274,-1.0355,-1.1133,-0.38759,-0.48348,-0.57406,-0.65664,-0.72916,-0.79028,-0.83943,-0.87691,-0.90375,-0.92166,hammerstein
395,0.22387,0.31984,0.44173,0.58589,0.74618,0.91462,1.0821,1.2392,1.3774,1.4893,-0.2942,-0.27846,-0.26429,-0.25133,-0.23851,-0.22416,-0.20624,-0.18254,-0.151,-0.10986,nde
230,1.5651,1.6439,1.7119,1.761,1.7841,1.7766,1.7364,1.6644,1.5642,1.4419,0.37936,0.38858,0.39919,0.4097,0.41867,0.42493,0.42781,0.42708,0.42281,0.41524,wiener
392,0.086251,0.11037,0.15471,0.22387,0.31984,0.44173,0.58589,0.74618,0.91462,1.0821,-0.34272,-0.32785,-0.31106,-0.2942,-0.27846,-0.26429,-0.25133,-0.23851,-0.22416,-0.20624,nde
29,1.5763,1.5206,1.4577,1.3967,1.346,1.3128,1.3019,1.3155,1.3532,1.4116,0.9003,0.96302,1.0156,1.0574,1.0881,1.1079,1.1176,1.1183,1.1117,1.0997,hammerstein
414,1.3128,1.3019,1.3155,1.3532,1.4116,1.4848,1.5651,1.6439,1.7119,1.761,0.72306,0.79866,0.86303,0.91551,0.95638,0.98688,1.009,1.0253,1.0386,1.0517,nde
327,0.22568,0.23806,0.26679,0.30423,0.34163,0.37,0.381,0.3678,0.32571,0.25274,0.19134,0.17154,0.15518,0.1435,0.1375,0.1377,0.14393,0.15511,0.16916,0.18317,wiener
95,-0.28855,-0.25353,-0.18808,-0.095828,0.017123,0.14278,0.27201,0.39544,0.50433,0.59139,-0.034847,-0.047654,-0.06596,-0.086371,-0.10499,-0.1178,-0.12108,-0.11197,-0.088791,-0.051317,hammerstein
539,-1.0585,-1.0305,-0.99771,-0.96908,-0.95286,-0.95586,-0.98274,-1.0355,-1.1133,-1.2125,0.14297,0.064393,-0.016976,-0.098112,-0.17618,-0.24879,-0.31424,-0.37163,-0.42094,-0.46296,nde
198,0.039373,0.060885,0.070074,0.075567,0.086251,0.11037,0.15471,0.22387,0.31984,0.44173,-0.23536,-0.21566,-0.18541,-0.14941,-0.1112,-0.072932,-0.035529,0.0011128,0.037921,0.076386,wiener
196,-0.068736,-0.0019646,0.039373,0.060885,0.070074,0.075567,0.086251,0.11037,0.15471,0.22387,-0.22361,-0.23928,-0.23536,-0.21566,-0.18541,-0.14941,-0.1112,-0.072932,-0.035529,0.0011128,wiener
353,-0.95286,-0.95586,-0.98274,-1.0355,-1.1133,-1.2125,-1.3271,-1.449,-1.5692,-1.6785,-0.34239,-0.32228,-0.30986,-0.30554,-0.30888,-0.31887,-0.33404,-0.35256,-0.37229,-0.39115,wiener
85,0.1583,0.15397,0.12417,0.072242,0.0040044,-0.072858,-0.14955,-0.21703,-0.26692,-0.29233,-0.23883,-0.22849,-0.20618,-0.1755,-0.14054,-0.10552,-0.074317,-0.050134,-0.035107,-0.030139,hammerstein
564,-1.1386,-1.0747,-1.0353,-1.02,-1.0253,-1.0455,-1.073,-1.0991,-1.1147,-1.1115,-1.3418,-1.3925,-1.4331,-1.4635,-1.4844,-1.4971,-1.5033,-1.5052,-1.505,-1.5048,nde
510,0.75306,0.63499,0.51994,0.41648,0.33171,0.27058,0.23541,0.22568,0.23806,0.26679,0.54729,0.5968,0.64314,0.68335,0.71483,0.73558,0.74445,0.7412,0.72657,0.70219,nde
221,1.4577,1.3967,1.346,1.3128,1.3019,1.3155,1.3532,1.4116,1.4848,1.5651,0.40249,0.39712,0.39091,0.38421,0.37777,0.37253,0.36948,0.36941,0.37274,0.37936,wiener
16,0.31984,0.44173,0.58589,0.74618,0.91462,1.0821,1.2392,1.3774,1.4893,1.5701,-0.061623,-0.014746,0.037335,0.095784,0.1614,0.23432,0.31389,0.39876,0.48702,0.57644,hammerstein
329,0.26679,0.30423,0.34163,0.37,0.381,0.3678,0.32571,0.25274,0.14974,0.020379,0.15518,0.1435,0.1375,0.1377,0.14393,0.15511,0.16916,0.18317,0.19369,0.19733,wiener
465,0.1583,0.15397,0.12417,0.072242,0.0040044,-0.072858,-0.14955,-0.21703,-0.26692,-0.29233,0.13626,0.1046,0.083548,0.072263,0.069134,0.071939,0.078074,0.084801,0.089518,0.090008,nde
412,1.3967,1.346,1.3128,1.3019,1.3155,1.3532,1.4116,1.4848,1.5651,1.6439,0.54519,0.63779,0.72306,0.79866,0.86303,0.91551,0.95638,0.98688,1.009,1.0253,nde
124,1.074,1.0938,1.0808,1.0357,0.96175,0.86495,0.75306,0.63499,0.51994,0.41648,0.57486,0.59478,0.61946,0.64718,0.67589,0.70332,0.72707,0.74477,0.75421,0.75353,hammerstein
469,0.0040044,-0.072858,-0.14955,-0.21703,-0.26692,-0.29233,-0.28855,-0.25353,-0.18808,-0.095828,0.069134,0.071939,0.078074,0.084801,0.089518,0.090008,0.084659,0.072631,0.053942,0.029472,nde
90,-0.072858,-0.14955,-0.21703,-0.26692,-0.29233,-0.28855,-0.25353,-0.18808,-0.095828,0.017123,-0.10552,-0.074317,-0.050134,-0.035107,-0.030139,-0.034847,-0.047654,-0.06596,-0.086371,-0.10499,hammerstein
476,-0.25353,-0.18808,-0.095828,0.017123,0.14278,0.27201,0.39544,0.50433,0.59139,0.65155,0.072631,0.053942,0.029472,0.00088259,-0.029549,-0.059158,-0.085157,-0.10492,-0.11622,-0.11748,nde
214,1.4893,1.5701,1.6172,1.6313,1.6157,1.5763,1.5206,1.4577,1.3967,1.346,0.39034,0.40809,0.41562,0.41664,0.41445,0.41101,0.40704,0.40249,0.39712,0.39091,wiener
362,-1.6785,-1.768,-1.8308,-1.8618,-1.8586,-1.822,-1.7552,-1.6642,-1.5566,-1.4415,-0.39115,-0.40745,-0.42017,-0.42895,-0.43394,-0.4355,-0.43398,-0.42965,-0.42276,-0.41357,wiener
17,0.44173,0.58589,0.74618,0.91462,1.0821,1.2392,1.3774,1.4893,1.5701,1.6172,-0.014746,0.037335,0.095784,0.1614,0.23432,0.31389,0.39876,0.48702,0.57644,0.66468,hammerstein
373,-1.2247,-1.1386,-1.0747,-1.0353,-1.02,-1.0253,-1.0455,-1.073,-1.0991,-1.1147,-0.38991,-0.37666,-0.3635,-0.35132,-0.34104,-0.33348,-0.32922,-0.32849,-0.33103,-0.33602,wiener
148,0.020379,-0.12919,-0.29093,-0.45568,-0.61401,-0.75714,-0.87776,-0.97072,-1.0335,-1.0666,0.23729,0.22062,0.19697,0.16297,0.11632,0.056185,-0.01679,-0.10069,-0.19271,-0.28952,hammerstein
87,0.12417,0.072242,0.0040044,-0.072858,-0.14955,-0.21703,-0.26692,-0.29233,-0.28855,-0.25353,-0.20618,-0.1755,-0.14054,-0.10552,-0.074317,-0.050134,-0.035107,-0.030139,-0.034847,-0.047654,hammerstein
498,0.55014,0.64584,0.75013,0.85397,0.94807,1.0238,1.074,1.0938,1.0808,1.0357,0.30412,0.31,0.31188,0.31225,0.31375,0.31892,0.32992,0.3483,0.3748,0.40933,nde
378,-1.0253,-1.0455,-1.073,-1.0991,-1.1147,-1.1115,-1.0826,-1.0235,-0.93216,-0.80938,-0.33348,-0.32922,-0.32849,-0.33103,-0.33602,-0.34214,-0.34773,-0.3511,-0.35081,-0.34579,wiener
404,1.4893,1.5701,1.6172,1.6313,1.6157,1.5763,1.5206,1.4577,1.3967,1.346,-0.10986,-0.057982,0.0050873,0.078974,0.16248,0.25366,0.3499,0.44816,0.54519,0.63779,nde
425,1.7766,1.7364,1.6644,1.5642,1.4419,1.3055,1.1643,1.0275,0.90393,0.80091,1.0867,1.1116,1.1419,1.1768,1.2146,1.253,1.2892,1.3201,1.3427,1.3545,nde
