0.055444,0.055444,0.055444,1.7584,1.7584,1.7584,1.2837,1.2837,1.2837,3.0747,3.0747,3.0747,3.0643,3.0643,3.0643,3.3372,3.3372,3.3372,-1.0578,-1.0578,-1.0578,1.8372,1.8372,1.8372,-0.71763,-0.71763,-0.71763,-5,-5,-5,0.89397,0.89397,0.89397,-3.9946,-3.9946,-3.9946,-2.8478,-2.8478,-2.8478,0.63889,0.63889,0.63889,-0.12563,-0.12563,-0.12563,-4.6746,-4.6746,-4.6746,1.1914,1.1914
0,0.016632,0.028269,0.036411,0.50516,0.74084,0.86264,0.8771,0.88694,0.89369,1.0621,1.1403,1.1828,1.2077,1.2234,1.2336,1.2488,1.2587,1.2653,1.0868,0.79248,0.37415,0.6904,0.84607,0.9303,0.62659,0.28359,-0.011275,-0.98521,-1.1978,-1.2756,-1.1139,-0.85747,-0.49571,-1.0056,-1.161,-1.2289,-1.2302,-1.2311,-1.2317,-1.062,-0.81603,-0.50483,-0.40145,-0.32311,-0.26565,-1.0102,-1.1927,-1.2647,-1.077
